Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Winnipeg, MB, Canada",05/01/2015,24.2,6.7,16.1,5.9,,0.64,,,18.9,234.13,40.6,173.5,3.7,54.19,Rain
"Winnipeg, MB, Canada",05/02/2015,27.5,11.2,19.7,,26.3,0,,,23,214.33,45.2,174.4,5.3,32.17,Clear
"Winnipeg, MB, Canada",05/03/2015,16.1,6.5,11.8,7.3,,0,,,16.1,208.88,50,175.4,7.5,56.47,Clear
"Winnipeg, MB, Canada",05/04/2015,18.8,4.2,12,2.9,,0,,,14.1,190.88,40.7,177.2,1.9,51.98,Clear
"Winnipeg, MB, Canada",05/05/2015,24.9,8,17.3,,,0,,,40.5,202.25,55.4,176.8,5.5,25.24,Clear
"Winnipeg, MB, Canada",05/06/2015,21.7,13.5,17.3,,,4.97,,,8.7,199.25,46.1,173.6,5.7,63.97,Rain
"Winnipeg, MB, Canada",05/07/2015,17.2,3.3,10.5,0,,14.98,,,20.5,273.08,54.5,167.6,7.3,88.19,Rain
"Winnipeg, MB, Canada",05/08/2015,3.6,-0.7,1.3,-5.2,,0.8,,,16,237.5,37,177.3,6.8,71.75,Rain
"Winnipeg, MB, Canada",05/09/2015,9.3,-1.2,3.6,-4.6,,0.24,,,13.3,117.96,35.2,178.4,6.5,61.79,Rain
"Winnipeg, MB, Canada",05/10/2015,10.1,0.9,6.2,-0.6,,0,,,12.7,60.42,31.7,178,6.5,56.78,Clear
"Winnipeg, MB, Canada",05/11/2015,10.8,5.5,7.9,3.3,,0,,,18.1,34.42,38.8,176.7,7.1,50.53,Clear
"Winnipeg, MB, Canada",05/12/2015,13.3,2.4,8.4,2.4,,0,,,9.7,143.92,29.5,177.4,5.9,52.2,Clear
"Winnipeg, MB, Canada",05/13/2015,9.1,5.5,7.4,4.4,,1.15,,,14.4,116.42,38.9,175.8,7.1,70.52,Rain
"Winnipeg, MB, Canada",05/14/2015,12.2,5.5,8.7,3.8,,26.01,,,11.6,158.67,,165.3,7.7,93.39,Rain
"Winnipeg, MB, Canada",05/15/2015,17,5.6,11.9,5.5,,0.2,,,12.6,258.38,42.5,174.9,4.3,67.23,Rain
"Winnipeg, MB, Canada",05/16/2015,21.3,5.7,14.5,,,4.9,,,10.3,135.75,38.8,175.2,7.1,59.39,Rain
"Winnipeg, MB, Canada",05/17/2015,12.8,-0.1,6.1,-6.1,,54.31,,,32.8,25.08,58.7,160.6,7.7,91.9,Rain
"Winnipeg, MB, Canada",05/18/2015,8.7,-0.8,2.8,-6.8,,2.13,,,28.2,184.83,54.6,170.1,5.8,72.47,Rain
"Winnipeg, MB, Canada",05/19/2015,15.8,2.2,8.7,1.9,,0.2,,,10,284.21,31.7,178.4,1.3,41.56,Rain
"Winnipeg, MB, Canada",05/20/2015,20.9,6.9,13.9,5.1,,0,,,25.9,168.54,38.9,177.4,3.9,43.51,Clear
"Winnipeg, MB, Canada",05/21/2015,19.3,5.8,13,4.1,,0,,,11.6,144.67,27.7,191,2.3,48.25,Clear
"Winnipeg, MB, Canada",05/22/2015,27.3,8.8,18.5,,26.2,0,,,14.8,241.54,31.7,186.8,2.7,38.45,Clear
"Winnipeg, MB, Canada",05/23/2015,28,14.7,22,,26.7,0,,,11.4,229.63,27.7,181.1,5,27.18,Clear
"Winnipeg, MB, Canada",05/24/2015,27.2,12.8,20.5,,26.3,0,,,9.6,180.29,27.7,182.9,3.2,41.42,Clear
"Winnipeg, MB, Canada",05/25/2015,27.6,12.8,20.9,,26.4,0,,,7.9,85.71,,175.3,5.2,40.18,Clear
"Winnipeg, MB, Canada",05/26/2015,29.2,14.1,21.6,,27.5,0,,,11.9,209.58,31.8,175,2.6,46.08,Clear
"Winnipeg, MB, Canada",05/27/2015,18.1,9,13.7,7.1,,0,,,16.9,130.33,37,176.1,4.6,59.1,Clear
"Winnipeg, MB, Canada",05/28/2015,18.8,11.6,14.1,,,12.76,,,18.4,128.71,35.3,178.6,7,81.23,Rain
"Winnipeg, MB, Canada",05/29/2015,10.4,3.2,7.1,0.5,,0.24,,,20.3,338.21,40.3,183.9,5.2,64.69,Rain
"Winnipeg, MB, Canada",05/30/2015,11.8,0.9,6,-2.7,,70.54,,,16.6,134.75,31.7,178.5,7.8,50.34,Rain
"Winnipeg, MB, Canada",05/31/2015,20.7,6.1,14,5.6,,0,,,8.9,128.71,38.9,177.7,3.3,42.07,Clear
"Winnipeg, MB, Canada",06/01/2015,22.3,9.1,16.4,9.2,,12.05,,,17.8,213.75,53.6,176.6,6.3,45.96,Rain
"Winnipeg, MB, Canada",06/02/2015,19.7,13.7,16.6,,,3.3,,,22.3,141.79,40.7,175.5,20.4,61.91,Rain
"Winnipeg, MB, Canada",06/03/2015,19.2,12.2,15.2,,,0.5,,,16.5,25.29,48,176,6.9,44.91,Rain
"Winnipeg, MB, Canada",06/04/2015,24,8.6,17.1,8,,0,,,11.6,153.83,38.9,176.8,3.5,49.5,Clear
"Winnipeg, MB, Canada",06/05/2015,25.8,12.9,19.9,,,0,,,8.5,121.13,35.3,177.3,5.9,48.74,Clear
"Winnipeg, MB, Canada",06/06/2015,20.2,14.8,17.2,,,45.65,,,9.6,165.92,38.9,173.1,5.9,73.51,Rain
"Winnipeg, MB, Canada",06/07/2015,23.2,15,18.5,,,6.36,,,9.7,216.92,53.6,170.4,5.5,78.87,Rain
"Winnipeg, MB, Canada",06/08/2015,23.8,15.7,20.2,,,0.75,,,7.9,232.79,31.3,211.2,5.1,61.27,Rain
"Winnipeg, MB, Canada",06/09/2015,23.8,16.6,20.5,,,5.5,,,18,278.21,49.9,170.2,4.7,62.94,Rain
"Winnipeg, MB, Canada",06/10/2015,24.7,13,19.1,,,0,,,9.6,294,,174.5,2.9,54.34,Clear
"Winnipeg, MB, Canada",06/11/2015,25,15.3,20.7,,,0,,,9.8,128.96,29.5,173.2,4,53.44,Clear
"Winnipeg, MB, Canada",06/12/2015,28.9,14.8,22.4,,27.6,0,,,17.4,175.83,50,175.5,3.9,45.9,Clear
"Winnipeg, MB, Canada",06/13/2015,27.8,16.5,21.9,,28.2,8.66,,,15.6,205.42,46.4,174.9,5.8,61.52,Rain
"Winnipeg, MB, Canada",06/14/2015,25.3,14.1,19.3,,,3.65,,,10.4,257.33,42.5,175.7,3.9,55.43,Rain
"Winnipeg, MB, Canada",06/15/2015,17.8,11,14.5,,,0.3,,,15.2,300.38,37,176.2,4,59.41,Rain
"Winnipeg, MB, Canada",06/16/2015,21.9,9.1,16.3,8.6,,0,,,15.3,214.46,46.3,177,5.3,48.44,Clear
"Winnipeg, MB, Canada",06/17/2015,25,9.6,15.4,8.2,,7.45,,,22.4,212.04,43.5,175.4,3.8,70.65,Rain
"Winnipeg, MB, Canada",06/18/2015,19.1,9.1,14.2,8.2,,2.2,,,13.4,251.88,27.7,177.1,4,54.21,Rain
"Winnipeg, MB, Canada",06/19/2015,18.7,12.8,14.5,,,8.25,,,10.2,157.75,30.4,174.9,7,70.67,Rain
"Winnipeg, MB, Canada",06/20/2015,23.8,13,17.8,,,0.8,,,8.1,159.42,,173.7,6.3,70.74,Rain
"Winnipeg, MB, Canada",06/21/2015,24.8,14.1,20.1,,,1.49,,,13.7,230.33,40.7,175.2,4.5,61.96,Rain
"Winnipeg, MB, Canada",06/22/2015,22.3,14.2,17.9,,,10.86,,,14.4,288.54,44.5,174,5.1,72.92,Rain
"Winnipeg, MB, Canada",06/23/2015,24,13.7,19,,,3.25,,,23.9,241.54,38.9,138,16.6,62.88,Rain
"Winnipeg, MB, Canada",06/24/2015,25.1,15.7,20,,,19.27,,,7.6,173.75,,137.6,5.5,72.94,Rain
"Winnipeg, MB, Canada",06/25/2015,26.8,14.3,22,,26.8,0.24,,,8.1,198.63,35.3,176.5,2.4,60.23,Rain
"Winnipeg, MB, Canada",06/26/2015,28.6,17,23.2,,27.9,0,,,11,228.88,,176.6,3.7,55.67,Clear
"Winnipeg, MB, Canada",06/27/2015,24.3,17.5,21.5,,,20.26,,,9.9,195.92,37.1,175.4,6.4,71.14,Rain
"Winnipeg, MB, Canada",06/28/2015,27.9,16.9,22.6,,28.3,0.2,,,11.7,293.67,31.7,174.6,2.9,66.59,Rain
"Winnipeg, MB, Canada",06/29/2015,24.1,18.4,21.2,,,0,,,13.7,142.5,31.7,170.7,3.6,69.45,Clear
"Winnipeg, MB, Canada",06/30/2015,23.9,14.3,19.8,,,0.2,,,7.6,138.88,,189.2,4.4,69.62,Rain
"Winnipeg, MB, Canada",07/01/2015,25,15.8,21.1,,,0,,,11.2,173.42,,131.4,4.7,68.02,Clear
"Winnipeg, MB, Canada",07/02/2015,26,17.6,21.4,,,0,,,11.2,223.33,,163.5,4.5,74.1,Clear
"Winnipeg, MB, Canada",07/03/2015,26.7,18.4,22.6,,26.7,0,,,7.4,175.88,,159.7,0.6,64.97,Clear
"Winnipeg, MB, Canada",07/04/2015,29,17.6,22.4,,30.6,22.97,,,14,206.71,51.6,160.7,2.9,73.78,Rain
"Winnipeg, MB, Canada",07/05/2015,22.1,16.6,19.4,,,8.15,,,14.8,296.75,46.1,160.3,5.6,81.1,Rain
"Winnipeg, MB, Canada",07/06/2015,18.8,9.4,14.4,7.8,,0,,,15.2,331.21,38.9,175,3.5,61.31,Clear
"Winnipeg, MB, Canada",07/07/2015,23.6,11.8,17.9,,,0.3,,,16,225.08,38.9,176.8,2.6,52.58,Rain
"Winnipeg, MB, Canada",07/08/2015,21.9,15,18.6,,,3,,,9.7,164,27.7,175.4,4.8,65.97,Rain
"Winnipeg, MB, Canada",07/09/2015,27.7,13.4,20.9,,28.4,0,,,22.9,209.96,44.6,169.8,3.5,65.6,Clear
"Winnipeg, MB, Canada",07/10/2015,30.6,18.9,24.8,,30.7,0,,,16.8,205.75,42.5,171.7,0.4,60.61,Clear
"Winnipeg, MB, Canada",07/11/2015,30.1,19.9,24.5,,31.8,5.1,,,14.3,176,40.7,172,4,67.53,Rain
"Winnipeg, MB, Canada",07/12/2015,30.2,17.7,24.4,,32.6,30.93,,,9.9,158.04,38.9,174.9,5.5,71.45,Rain
"Winnipeg, MB, Canada",07/13/2015,29.2,18.6,23.3,,30,11.45,,,13.5,116.25,61.2,174.5,6.6,69.52,Rain
"Winnipeg, MB, Canada",07/14/2015,25.3,19.2,22.2,,,0,,,9.6,118.63,27.7,173.9,6.2,74.7,Clear
"Winnipeg, MB, Canada",07/15/2015,28.8,18.5,22.9,,30.4,7.85,,,9.5,184.58,40.7,173.4,5.9,76.37,Rain
"Winnipeg, MB, Canada",07/16/2015,25.2,19.5,21.6,,,10.15,,,9.3,210.54,,174.3,7.3,80.14,Rain
"Winnipeg, MB, Canada",07/17/2015,26.6,17.8,22,,,0.2,,,13.6,219.75,31.3,173,5.8,74.44,Rain
"Winnipeg, MB, Canada",07/18/2015,20.8,15.5,18.6,,,3.24,,,14.4,238.04,48.2,174.4,4.5,69.65,Rain
"Winnipeg, MB, Canada",07/19/2015,27.8,13.4,20.7,,28,0,,,17.2,241.42,46.2,174.4,4.9,64.25,Clear
"Winnipeg, MB, Canada",07/20/2015,24.2,13.8,19.2,,,0,,,16.6,245.83,42.5,175.5,3.5,62.84,Clear
"Winnipeg, MB, Canada",07/21/2015,25.1,14.8,20.3,,,0,,,7.8,180.13,,176,2.3,56.48,Clear
"Winnipeg, MB, Canada",07/22/2015,29.1,14.7,22.7,,29.5,0,,,8.7,118.83,33.5,175.6,2.7,58.81,Clear
"Winnipeg, MB, Canada",07/23/2015,30.8,19.9,23.9,,33.7,46.88,,,15,196.04,57.2,173.7,6.7,76.57,Rain
"Winnipeg, MB, Canada",07/24/2015,27.3,18.5,22.8,,27.2,6.4,,,9.9,236.79,27.7,174.7,5.5,72.01,Rain
"Winnipeg, MB, Canada",07/25/2015,30.3,18.7,24.8,,29.9,0,,,8,148.75,,175.5,1.7,58.23,Clear
"Winnipeg, MB, Canada",07/26/2015,31.8,19.2,25.2,,33.8,4.2,,,15.2,166.38,38.9,175.4,3.2,68.19,Rain
"Winnipeg, MB, Canada",07/27/2015,30.9,20.5,25.9,,33,3.3,,,8.5,144.96,37.1,175.4,5.7,68.77,Rain
"Winnipeg, MB, Canada",07/28/2015,25.9,19.1,23.6,,,51.72,,,25.6,164.04,64.8,174,6.4,69.55,Rain
"Winnipeg, MB, Canada",07/29/2015,24.7,15.8,19.9,,,2.01,,,19.5,228,50,171.6,5.9,69.44,Rain
"Winnipeg, MB, Canada",07/30/2015,26,16.7,20.7,,,13.4,,,12.3,270.88,43.4,175.8,3.8,64.84,Rain
"Winnipeg, MB, Canada",07/31/2015,24.7,15.7,20.5,,,0.7,,,14.7,280.38,48.1,176.1,1.9,57.22,Rain
"Winnipeg, MB, Canada",08/01/2015,27.2,16.4,22,,26.9,0.5,,,11.2,248.25,31.3,175.4,3.4,54.54,Rain
"Winnipeg, MB, Canada",08/02/2015,22.9,15.6,19.8,,,0,,,18.6,322.83,40.6,175.1,3.5,52.09,Clear
"Winnipeg, MB, Canada",08/03/2015,23.6,13.3,18.5,,,0,,,14.6,270,38.9,175.7,5.1,57.71,Clear
"Winnipeg, MB, Canada",08/04/2015,20.8,12,16.9,,,0,,,9.4,159.58,,176.4,3.8,69,Clear
"Winnipeg, MB, Canada",08/05/2015,21.8,13.6,17.2,,,39.75,,,12,102.92,40.7,172.8,6.5,78.35,Rain
"Winnipeg, MB, Canada",08/06/2015,19,16.6,17.8,,,18.53,,,13.9,72.33,42.5,165.8,7.5,92.26,Rain
"Winnipeg, MB, Canada",08/07/2015,24.9,17.5,20.1,,,7.78,,,9.8,161.83,40.7,170,6.2,84.24,Rain
"Winnipeg, MB, Canada",08/08/2015,25.1,14.3,19.9,,,0,,,12.4,246.88,37,175.3,2.1,65.72,Clear
"Winnipeg, MB, Canada",08/09/2015,25.3,15.8,20.5,,,0,,,10.1,299.17,27.7,176.1,3.5,68.41,Clear
"Winnipeg, MB, Canada",08/10/2015,25.9,15.8,20.7,,,0,,,9.5,215.67,,179,2.2,67.66,Clear
"Winnipeg, MB, Canada",08/11/2015,31.8,17.4,23.8,,31.2,0,,,13.6,209.71,37.1,176.7,3.6,59.18,Clear
"Winnipeg, MB, Canada",08/12/2015,29.9,19,23.1,,32.6,14.28,,,12.2,188.54,48.2,175.5,3,72.23,Rain
"Winnipeg, MB, Canada",08/13/2015,31.8,19.8,25.8,,32.9,0,,,11.5,273.29,33.5,174.9,1.8,66.38,Clear
"Winnipeg, MB, Canada",08/14/2015,33.3,18.4,26.1,,34.9,0,,,12.3,195.13,38.9,176.1,3.7,59.7,Clear
"Winnipeg, MB, Canada",08/15/2015,32.2,23.8,27.3,,35.5,1.96,,,14,196.42,42.5,174.6,5.8,70.93,Rain
"Winnipeg, MB, Canada",08/16/2015,23.5,15.6,18.7,,,0.2,,,15.8,278.96,48.2,175.6,5.5,64.1,Rain
"Winnipeg, MB, Canada",08/17/2015,20.2,11.9,16.2,,,0,,,11.4,193.96,27.7,176.7,3.9,60.6,Clear
"Winnipeg, MB, Canada",08/18/2015,21.1,10.2,16.3,,,0,,,13,78.04,31.7,176.4,4.9,59.33,Clear
"Winnipeg, MB, Canada",08/19/2015,22.1,12,17.5,,,0,,,15.5,173.42,42.4,175.6,5.3,56.96,Clear
"Winnipeg, MB, Canada",08/20/2015,25.1,11,18.2,,,0,,,8.4,195.46,35.3,288.5,2.9,55.88,Clear
"Winnipeg, MB, Canada",08/21/2015,25,15.8,20.4,,,1.7,,,18.8,126.29,40.7,249.9,6.8,67.76,Rain
"Winnipeg, MB, Canada",08/22/2015,20.2,17.3,19.1,,,55.38,,,15.8,169.83,43.6,245.6,7.5,91.4,Rain
"Winnipeg, MB, Canada",08/23/2015,17,11,13.8,,,25.92,,,21.6,310,55.3,321.9,7.4,81.44,Rain
"Winnipeg, MB, Canada",08/24/2015,19.8,10.1,14.4,,,0.5,,,18.9,328.58,37.1,329.3,3,59.75,Rain
"Winnipeg, MB, Canada",08/25/2015,21.1,8.2,14.8,7.5,,0,,,11.2,165.71,,292.1,1.9,59.54,Clear
"Winnipeg, MB, Canada",08/26/2015,23.4,9.7,16.6,,,0,,,10,187.58,33.5,291.6,2.6,64.8,Clear
"Winnipeg, MB, Canada",08/27/2015,26.1,13.1,19.5,,,0,,,6.1,200.08,29.5,214.1,0.7,69.72,Clear
"Winnipeg, MB, Canada",08/28/2015,27.8,18.2,22.4,,28.7,1.79,,,16.3,173.08,41.5,286.5,5.3,74.31,Rain
"Winnipeg, MB, Canada",08/29/2015,23.9,17.3,20.6,,,0,,,10.3,201.46,37.1,321.5,4.1,87.41,Clear
"Winnipeg, MB, Canada",08/30/2015,31.1,18.7,24,,34.3,0,,,10.9,174.04,42.5,284.5,4.7,78.3,Clear
"Winnipeg, MB, Canada",08/31/2015,26.3,19.2,22.5,,,3.98,,,20.7,240.13,48.2,322.8,7.9,65.7,Rain
"Winnipeg, MB, Canada",09/01/2015,29.9,13.4,21.4,,28.6,0,,,9.7,191.17,27.7,326.5,1.3,51.51,Clear
"Winnipeg, MB, Canada",09/02/2015,30.8,17.6,24.4,,32.6,0,,,9.4,191.04,40.6,249.5,0.9,65.12,Clear
"Winnipeg, MB, Canada",09/03/2015,31.4,21.1,25.1,,35,0,,,7.5,161.13,50,285.8,11.4,74.29,Clear
"Winnipeg, MB, Canada",09/04/2015,25.2,20,22.9,,,86.18,,,9.9,158.08,40.7,246.7,7.3,88.14,Rain
"Winnipeg, MB, Canada",09/05/2015,21.8,17.7,19.2,,,19.32,,,11.5,205.46,27.7,320.4,7.6,91.07,Rain
"Winnipeg, MB, Canada",09/06/2015,24.6,17.1,20.3,,,4.05,,,13.6,231.29,40.7,244.4,5.7,78.11,Rain
"Winnipeg, MB, Canada",09/07/2015,22,10.8,16.8,,,0.2,,,15.7,221,36.3,289.8,2.7,58.74,Rain
"Winnipeg, MB, Canada",09/08/2015,17.8,10.1,13.6,,,0,,,14.1,255.71,44.5,251.5,4.9,59.4,Clear
"Winnipeg, MB, Canada",09/09/2015,15,7.6,11.6,6.2,,0,,,12.1,291.79,38.9,289.9,2.8,66.3,Clear
"Winnipeg, MB, Canada",09/10/2015,14.4,8.9,11.9,9.3,,0,,,11.6,325.88,37.1,291.5,6.2,70.13,Clear
"Winnipeg, MB, Canada",09/11/2015,19.8,7.9,13.6,7.1,,0.2,,,7.7,257.88,,303.9,3.6,62.04,Rain
"Winnipeg, MB, Canada",09/12/2015,25.3,8.7,16.6,7.5,,0,,,14.3,207.67,40.7,327.8,4.2,59.27,Clear
"Winnipeg, MB, Canada",09/13/2015,30.9,13.8,19.6,,29.5,0,,,17.4,231.63,48.1,323.7,2.2,59.65,Clear
"Winnipeg, MB, Canada",09/14/2015,18.9,8.6,13.9,8.1,,0,,,16.8,139.04,35.3,288.5,3.3,68.29,Clear
"Winnipeg, MB, Canada",09/15/2015,23.9,11.7,17.6,,,0,,,13.3,94.42,46.4,287,6.4,78.91,Clear
"Winnipeg, MB, Canada",09/16/2015,23.1,13.7,17.4,,,0,,,15.2,213.79,39.8,288.2,6.7,69.36,Clear
"Winnipeg, MB, Canada",09/17/2015,17,10.7,13.9,,,12.05,,,11.9,235.96,31.7,326.2,5.6,78.15,Rain
"Winnipeg, MB, Canada",09/18/2015,17.8,8.1,12.7,7.3,,0.2,,,10,270.79,31.7,289.9,2.2,65.53,Rain
"Winnipeg, MB, Canada",09/19/2015,23.8,8.9,15.5,7.7,,0,,,10,216.29,35.3,289.3,2.8,56.96,Clear
"Winnipeg, MB, Canada",09/20/2015,24.2,11.7,17.7,,,0,,,13.7,202.08,37.1,326.1,2.6,56.78,Clear
"Winnipeg, MB, Canada",09/21/2015,28.6,13,18.9,,27.4,0,,,19.3,243.63,42.4,249.8,3.3,53.78,Clear
"Winnipeg, MB, Canada",09/22/2015,15.5,6.8,11.6,4.8,,0,,,11.6,253.92,37.1,291.3,4.1,54.9,Clear
"Winnipeg, MB, Canada",09/23/2015,18.3,8.5,12.8,8.2,,8.5,,,13.4,73.63,33.5,292.9,5.6,51.89,Rain
"Winnipeg, MB, Canada",09/24/2015,19,11.9,15.1,,,1.5,,,9.4,112.83,31.3,216,11.3,78.05,Rain
"Winnipeg, MB, Canada",09/25/2015,24.1,14.7,18.8,,,0,,,12.4,166.88,50,291.4,6.7,78.81,Clear
"Winnipeg, MB, Canada",09/26/2015,27.2,17.5,22.1,,27.2,0,,,20,197.46,48.2,288.6,4.1,61.68,Clear
"Winnipeg, MB, Canada",09/27/2015,22.2,14.1,18.1,,,4.36,,,15.8,222,44.6,288.3,3.8,62.35,Rain
"Winnipeg, MB, Canada",09/28/2015,14.5,7,10.6,5.2,,1.21,,,15.3,280.5,46.4,290.7,2.7,48.09,Rain
"Winnipeg, MB, Canada",09/29/2015,15.1,2.7,8.8,0.7,,0,,,9.7,209.79,,215.7,3.5,48.67,Clear
"Winnipeg, MB, Canada",09/30/2015,19.9,8.2,13.9,7.4,,3.9,,,15.2,166.96,55.4,291.6,6.7,47.9,Rain
